graph_idx,lp/model,lp_protocol,overlap/auc,overlap/num_eval_pairs,overlap/edge_presence_rate,lp/best_val_auc,lp/best_epoch,lp/best_num_layers,lp/best_hidden_dim,lp/best_dropout,lp/best_lr,lp/train_num_pos,lp/val_num_pos,lp/test_num_pos,lp/test_num_neg,lp/test_num_pairs,lp/auc,lp/score_sp_gap,lp/score_sp_abs_gap,lp/sp_gap,lp/sp_abs_gap,lp/eo_gap,lp/eo_abs_gap,lp/score_mean_sensitive,lp/score_mean_nonsensitive,lp/hard_rate_sensitive,lp/hard_rate_nonsensitive,lp/num_eval_pairs,value/linkpred_auc,fair_gap,fair_abs_gap,value/fair_gap,value/fair_abs_gap
0.0,samplepy_gae_1layer,samplepy_gae,0.9250663129973474,10556.0,0.42525577545166016,0.8774109610178288,34.0,1.0,512.0,0.1,0.01,4274.0,534.0,535.0,535.0,1070.0,0.8643654467639095,0.2625643014907837,0.2625643014907837,0.2625643014907837,0.2625643014907837,0.21249258518218994,0.21249258518218994,0.792403519153595,0.5298392176628113,nan,nan,1070.0,0.8643654467639095,0.2625643014907837,0.2625643014907837,0.2625643014907837,0.2625643014907837
1.0,samplepy_gae_1layer,samplepy_gae,0.9229821902235695,10556.0,0.42317166924476624,0.8560086777093108,35.0,1.0,512.0,0.1,0.01,4263.0,532.0,534.0,534.0,1068.0,0.8489423333193059,0.276070773601532,0.276070773601532,0.276070773601532,0.276070773601532,0.22196519374847412,0.22196519374847412,0.8062870502471924,0.5302162766456604,nan,nan,1068.0,0.8489423333193059,0.276070773601532,0.276070773601532,0.276070773601532,0.276070773601532
2.0,samplepy_gae_1layer,samplepy_gae,0.9196665403561955,10556.0,0.4196665287017822,0.8637864975558198,9.0,1.0,512.0,0.2,0.001,4179.0,522.0,523.0,523.0,1046.0,0.8605486072774733,0.18160009384155273,0.18160009384155273,0.18160009384155273,0.18160009384155273,0.14728647470474243,0.14728647470474243,0.7021867632865906,0.5205866694450378,nan,nan,1046.0,0.8605486072774733,0.18160009384155273,0.18160009384155273,0.18160009384155273,0.18160009384155273
3.0,samplepy_gae_1layer,samplepy_gae,0.9189086775293671,10556.0,0.4189086854457855,0.8643251721024097,35.0,1.0,512.0,0.2,0.01,4188.0,523.0,525.0,525.0,1050.0,0.8780408163265305,0.2771890163421631,0.2771890163421631,0.2771890163421631,0.2771890163421631,0.22266101837158203,0.22266101837158203,0.8064233064651489,0.5292342901229858,nan,nan,1050.0,0.8780408163265305,0.2771890163421631,0.2771890163421631,0.2771890163421631,0.2771890163421631
4.0,samplepy_gae_1layer,samplepy_gae,0.922034861690034,10556.0,0.4222243130207062,0.8651609977324263,39.0,1.0,512.0,0.2,0.01,4206.0,525.0,527.0,527.0,1054.0,0.8750292551372021,0.27788275480270386,0.27788275480270386,0.27788275480270386,0.27788275480270386,0.21794235706329346,0.21794235706329346,0.8057025074958801,0.5278197526931763,nan,nan,1054.0,0.8750292551372021,0.27788275480270386,0.27788275480270386,0.27788275480270386,0.27788275480270386
5.0,samplepy_gae_1layer,samplepy_gae,0.9229821902235695,10556.0,0.42298218607902527,0.8765620477342491,34.0,1.0,512.0,0.2,0.01,4232.0,529.0,530.0,530.0,1060.0,0.861071555713777,0.2516791820526123,0.2516791820526123,0.2516791820526123,0.2516791820526123,0.18854999542236328,0.18854999542236328,0.7927201390266418,0.5410409569740295,nan,nan,1060.0,0.861071555713777,0.2516791820526123,0.2516791820526123,0.2516791820526123,0.2516791820526123
6.0,samplepy_gae_1layer,samplepy_gae,0.9180560818491853,10556.0,0.41862449049949646,0.861758880423311,3.0,1.0,512.0,0.0,0.003,4212.0,526.0,527.0,527.0,1054.0,0.8620345732710664,0.15922921895980835,0.15922921895980835,0.15922921895980835,0.15922921895980835,0.12518000602722168,0.12518000602722168,0.6764028668403625,0.5171736478805542,nan,nan,1054.0,0.8620345732710664,0.15922921895980835,0.15922921895980835,0.15922921895980835,0.15922921895980835
7.0,samplepy_gae_1layer,samplepy_gae,0.9262978400909436,10556.0,0.42686623334884644,0.8812673549305803,28.0,1.0,512.0,0.2,0.01,4240.0,530.0,530.0,530.0,1060.0,0.8416589533641865,0.2371523380279541,0.2371523380279541,0.2371523380279541,0.2371523380279541,0.19725114107131958,0.19725114107131958,0.7861893773078918,0.5490370392799377,nan,nan,1060.0,0.8416589533641865,0.2371523380279541,0.2371523380279541,0.2371523380279541,0.2371523380279541
8.0,samplepy_gae_1layer,samplepy_gae,0.9246873815839333,10556.0,0.4248768389225006,0.8773948705392667,27.0,1.0,512.0,0.0,0.01,4218.0,527.0,528.0,528.0,1056.0,0.8752188073921028,0.2471170425415039,0.2471170425415039,0.2471170425415039,0.2471170425415039,0.1817415952682495,0.1817415952682495,0.7953594326972961,0.5482423901557922,nan,nan,1056.0,0.8752188073921028,0.2471170425415039,0.2471170425415039,0.2471170425415039,0.2471170425415039
9.0,samplepy_gae_1layer,samplepy_gae,0.9207086017430846,10556.0,0.4214664697647095,0.8653968253968255,31.0,1.0,512.0,0.1,0.01,4201.0,525.0,526.0,526.0,1052.0,0.8736464312047305,0.2531764507293701,0.2531764507293701,0.2531764507293701,0.2531764507293701,0.1872745156288147,0.1872745156288147,0.7905160188674927,0.5373395681381226,nan,nan,1052.0,0.8736464312047305,0.2531764507293701,0.2531764507293701,0.2531764507293701,0.2531764507293701
10.0,samplepy_gae_1layer,samplepy_gae,0.9247821144372869,10556.0,0.4251610338687897,0.879713326446281,39.0,1.0,512.0,0.2,0.01,4227.0,528.0,529.0,529.0,1058.0,0.8735960777727352,0.26309365034103394,0.26309365034103394,0.26309365034103394,0.26309365034103394,0.1937481164932251,0.1937481164932251,0.7959079146385193,0.5328142642974854,nan,nan,1058.0,0.8735960777727352,0.26309365034103394,0.26309365034103394,0.26309365034103394,0.26309365034103394
11.0,samplepy_gae_1layer,samplepy_gae,0.9233611216369838,10556.0,0.4235505759716034,0.8849703939022517,26.0,1.0,512.0,0.2,0.01,4232.0,529.0,529.0,529.0,1058.0,0.8622360554743587,0.2488880157470703,0.2488880157470703,0.2488880157470703,0.2488880157470703,0.1997050642967224,0.1997050642967224,0.8051378726959229,0.5562498569488525,nan,nan,1058.0,0.8622360554743587,0.2488880157470703,0.2488880157470703,0.2488880157470703,0.2488880157470703
12.0,samplepy_gae_1layer,samplepy_gae,0.9236453201970443,10556.0,0.4236453175544739,0.8659033516988062,24.0,1.0,512.0,0.1,0.01,4228.0,528.0,529.0,529.0,1058.0,0.8741999921383928,0.24024635553359985,0.24024635553359985,0.24024635553359985,0.24024635553359985,0.18502283096313477,0.18502283096313477,0.8031436204910278,0.562897264957428,nan,nan,1058.0,0.8741999921383928,0.24024635553359985,0.24024635553359985,0.24024635553359985,0.24024635553359985
13.0,samplepy_gae_1layer,samplepy_gae,0.9237400530503979,10556.0,0.42374005913734436,0.8779547526076301,25.0,1.0,512.0,0.0,0.01,4251.0,531.0,532.0,532.0,1064.0,0.8685517835943242,0.22998416423797607,0.22998416423797607,0.22998416423797607,0.22998416423797607,0.18004649877548218,0.18004649877548218,0.796574056148529,0.566589891910553,nan,nan,1064.0,0.8685517835943242,0.22998416423797607,0.22998416423797607,0.22998416423797607,0.22998416423797607
