num_loaded_graphs,num_evaluated_graphs,reference_num_pairs,reference_pos_pairs,reference_neg_pairs,lp/model,lp_protocol,lp_search,lp_split,graph_idx_mean,graph_idx_std,overlap/auc_mean,overlap/auc_std,overlap/num_eval_pairs_mean,overlap/num_eval_pairs_std,overlap/edge_presence_rate_mean,overlap/edge_presence_rate_std,lp/best_val_auc_mean,lp/best_val_auc_std,lp/best_epoch_mean,lp/best_epoch_std,lp/best_num_layers_mean,lp/best_num_layers_std,lp/best_hidden_dim_mean,lp/best_hidden_dim_std,lp/best_dropout_mean,lp/best_dropout_std,lp/best_lr_mean,lp/best_lr_std,lp/train_num_pos_mean,lp/train_num_pos_std,lp/val_num_pos_mean,lp/val_num_pos_std,lp/test_num_pos_mean,lp/test_num_pos_std,lp/test_num_neg_mean,lp/test_num_neg_std,lp/test_num_pairs_mean,lp/test_num_pairs_std,lp/auc_mean,lp/auc_std,lp/score_sp_gap_mean,lp/score_sp_gap_std,lp/score_sp_abs_gap_mean,lp/score_sp_abs_gap_std,lp/sp_gap_mean,lp/sp_gap_std,lp/sp_abs_gap_mean,lp/sp_abs_gap_std,lp/eo_gap_mean,lp/eo_gap_std,lp/eo_abs_gap_mean,lp/eo_abs_gap_std,lp/score_mean_sensitive_mean,lp/score_mean_sensitive_std,lp/score_mean_nonsensitive_mean,lp/score_mean_nonsensitive_std,lp/hard_rate_sensitive_mean,lp/hard_rate_sensitive_std,lp/hard_rate_nonsensitive_mean,lp/hard_rate_nonsensitive_std,lp/num_eval_pairs_mean,lp/num_eval_pairs_std,value/linkpred_auc_mean,value/linkpred_auc_std,fair_gap_mean,fair_gap_std,fair_abs_gap_mean,fair_abs_gap_std,value/fair_gap_mean,value/fair_gap_std,value/fair_abs_gap_mean,value/fair_abs_gap_std,ensemble_overlap/auc,ensemble_overlap/coverage_pairs,aggregate_lp/auc,aggregate_lp/score_sp_gap,aggregate_lp/score_sp_abs_gap,aggregate_lp/sp_gap,aggregate_lp/sp_abs_gap,aggregate_lp/eo_gap,aggregate_lp/eo_abs_gap,aggregate_lp/score_mean_sensitive,aggregate_lp/score_mean_nonsensitive,aggregate_lp/hard_rate_sensitive,aggregate_lp/hard_rate_nonsensitive,aggregate_lp/num_eval_pairs,aggregate_lp/num_graphs,aggregate_fair_gap,aggregate_fair_abs_gap,aggregate_value/linkpred_auc
64.0,64.0,10556.0,5278.0,5278.0,samplepy_gae_1layer,samplepy_gae,1.0,samplepy_prepare_for_GAE_80_10_10,31.5,18.472953201911167,0.9229274227927245,0.00256773463932266,10556.0,0.0,0.4231672137975693,0.002577253322540786,0.8713527058585433,0.011082265608526104,29.265625,16.15669577479798,1.0,0.0,462.5,131.4448553576746,0.0921875,0.07965685685331804,0.00853125,0.004337225315509906,4220.890625,31.795792364861345,527.265625,4.039810436069371,528.5,3.9250796170268956,528.5,3.9250796170268956,1057.0,7.850159234053791,0.8644996658806513,0.01090996879634582,0.23837016709148884,0.04782370971382612,0.23837016709148884,0.04782370971382612,0.23837016709148884,0.04782370971382612,0.23837016709148884,0.04782370971382612,0.17923367768526077,0.03831272949843118,0.17923367768526077,0.03831272949843118,0.7759942803531885,0.04814284336064406,0.5376241132616997,0.02351640828342201,nan,nan,nan,nan,1057.0,7.850159234053791,0.8644996658806513,0.01090996879634582,0.23837016709148884,0.04782370971382612,0.23837016709148884,0.04782370971382612,0.23837016709148884,0.04782370971382612,0.23837016709148884,0.04782370971382612,1.0,10556.0,0.8568967688540949,0.23845165967941284,0.23845165967941284,0.23845165967941284,0.23845165967941284,0.17922043800354004,0.17922043800354004,0.7761198282241821,0.5376681685447693,nan,nan,67648.0,64.0,0.23845165967941284,0.23845165967941284,0.8568967688540949
