num_loaded_graphs,num_evaluated_graphs,reference_num_pairs,reference_pos_pairs,reference_neg_pairs,lp/model,lp_protocol,lp_search,lp_val_ratio,graph_idx_mean,graph_idx_std,overlap/auc_mean,overlap/auc_std,overlap/num_eval_pairs_mean,overlap/num_eval_pairs_std,overlap/edge_presence_rate_mean,overlap/edge_presence_rate_std,lp/best_val_auc_mean,lp/best_val_auc_std,lp/best_epoch_mean,lp/best_epoch_std,lp/best_num_layers_mean,lp/best_num_layers_std,lp/best_hidden_dim_mean,lp/best_hidden_dim_std,lp/best_dropout_mean,lp/best_dropout_std,lp/best_lr_mean,lp/best_lr_std,lp/train_num_pos_mean,lp/train_num_pos_std,lp/val_num_pos_mean,lp/val_num_pos_std,lp/val_num_neg_mean,lp/val_num_neg_std,lp/auc_mean,lp/auc_std,lp/score_sp_gap_mean,lp/score_sp_gap_std,lp/score_sp_abs_gap_mean,lp/score_sp_abs_gap_std,lp/sp_gap_mean,lp/sp_gap_std,lp/sp_abs_gap_mean,lp/sp_abs_gap_std,lp/eo_gap_mean,lp/eo_gap_std,lp/eo_abs_gap_mean,lp/eo_abs_gap_std,lp/score_mean_sensitive_mean,lp/score_mean_sensitive_std,lp/score_mean_nonsensitive_mean,lp/score_mean_nonsensitive_std,lp/hard_rate_sensitive_mean,lp/hard_rate_sensitive_std,lp/hard_rate_nonsensitive_mean,lp/hard_rate_nonsensitive_std,lp/num_eval_pairs_mean,lp/num_eval_pairs_std,ensemble_overlap/auc,ensemble_overlap/coverage_pairs,aggregate_lp/auc,aggregate_lp/score_sp_gap,aggregate_lp/score_sp_abs_gap,aggregate_lp/sp_gap,aggregate_lp/sp_abs_gap,aggregate_lp/eo_gap,aggregate_lp/eo_abs_gap,aggregate_lp/score_mean_sensitive,aggregate_lp/score_mean_nonsensitive,aggregate_lp/hard_rate_sensitive,aggregate_lp/hard_rate_nonsensitive,aggregate_lp/num_eval_pairs,aggregate_lp/num_graphs
5.0,5.0,10556.0,5278.0,5278.0,gcn,gae_val,0.0,0.2,2.0,1.4142135623730951,0.5000568397120121,0.0003472963770334262,10556.0,0.0,0.0008525956654921174,0.0002396572645459658,0.6276687099828802,0.026630675087061493,12.2,2.4,2.0,0.0,128.0,0.0,0.1,0.0,0.01,0.0,2611.4,59.76487262598324,653.4,14.947909552843834,653.4,14.947909552843834,0.4970391011557336,0.0037378916956839715,0.0008139629395984782,0.004628741346234267,0.0040656922509006545,0.0023575259570882317,-0.0003714144229888916,0.006495168543731895,0.005267101526260376,0.003818743850686258,0.008521658182144166,0.009162087003113566,0.010587579011917115,0.006668258175291307,0.517887070744609,0.0071832260558868915,0.5170731078050105,0.009879673645836258,0.5293021261692047,0.01965355876277116,0.5296735405921936,0.020576192802662353,10556.0,0.0,0.5002841985600606,10556.0,0.49682520234205174,0.000813962939598456,0.000813962939598456,-0.000371396541595459,0.000371396541595459,0.008521676063537598,0.008521676063537598,0.5178870707446089,0.5170731078050105,0.5293021202087402,0.5296735167503357,52780.0,5.0
