num_loaded_graphs,num_evaluated_graphs,reference_num_pairs,reference_pos_pairs,reference_neg_pairs,lp/model,lp_test_ratio,graph_idx_mean,graph_idx_std,overlap/auc_mean,overlap/auc_std,overlap/num_eval_pairs_mean,overlap/num_eval_pairs_std,overlap/edge_presence_rate_mean,overlap/edge_presence_rate_std,lp/auc_mean,lp/auc_std,lp/score_sp_gap_mean,lp/score_sp_gap_std,lp/score_sp_abs_gap_mean,lp/score_sp_abs_gap_std,lp/sp_gap_mean,lp/sp_gap_std,lp/sp_abs_gap_mean,lp/sp_abs_gap_std,lp/eo_gap_mean,lp/eo_gap_std,lp/eo_abs_gap_mean,lp/eo_abs_gap_std,lp/score_mean_sensitive_mean,lp/score_mean_sensitive_std,lp/score_mean_nonsensitive_mean,lp/score_mean_nonsensitive_std,lp/hard_rate_sensitive_mean,lp/hard_rate_sensitive_std,lp/hard_rate_nonsensitive_mean,lp/hard_rate_nonsensitive_std,lp/num_eval_pairs_mean,lp/num_eval_pairs_std,lp/train_num_pos_mean,lp/train_num_pos_std,lp/test_num_pos_mean,lp/test_num_pos_std,lp/train_num_neg_mean,lp/train_num_neg_std,lp/test_num_neg_mean,lp/test_num_neg_std,ensemble_overlap/auc,ensemble_overlap/coverage_pairs,ensemble_overlap/avg_graphs_per_pair,aggregate_lp/auc,aggregate_lp/score_sp_gap,aggregate_lp/score_sp_abs_gap,aggregate_lp/sp_gap,aggregate_lp/sp_abs_gap,aggregate_lp/eo_gap,aggregate_lp/eo_abs_gap,aggregate_lp/score_mean_sensitive,aggregate_lp/score_mean_nonsensitive,aggregate_lp/hard_rate_sensitive,aggregate_lp/hard_rate_nonsensitive,aggregate_lp/num_eval_pairs,aggregate_lp/num_graphs
5.0,5.0,10556.0,5278.0,5278.0,sage,0.1,2.0,1.4142135623730951,0.5000568397120121,0.0003472963770334262,10556.0,0.0,0.0008525956654921174,0.0002396572645459658,0.5329233540598529,0.021722574774276766,-0.019236578830393515,0.014173433736658485,0.020015496249315045,0.013050367767961488,-0.023433059453964233,0.0082067674150751,0.023433059453964233,0.0082067674150751,-0.04365294575691223,0.019909082186123542,0.04365294575691223,0.019909082186123542,0.5086555538359354,0.008244303656370505,0.5278921326663288,0.01096728175125546,0.5046064794063568,0.013920793993463992,0.5280395388603211,0.012903133978454585,654.0,15.231546211727817,2937.8,67.09813708293248,327.0,7.615773105863909,2937.8,67.09813708293248,327.0,7.615773105863909,0.5002841985600606,10556.0,5.0,0.5333849563729204,-0.01927473235499111,0.01927473235499111,-0.023354053497314453,0.023354053497314453,-0.04276454448699951,0.04276454448699951,0.5088144656508968,0.5280891980058879,0.5047042965888977,0.5280583500862122,3270.0,5.0
