graph_idx,lp/model,lp_protocol,overlap/auc,overlap/num_eval_pairs,overlap/edge_presence_rate,lp/best_val_auc,lp/best_train_loss,lp/best_epoch,lp/best_num_layers,lp/best_hidden_dim,lp/best_dropout,lp/best_lr,lp/train_num_pos,lp/test_num_pos,lp/test_num_neg,lp/auc,lp/score_sp_gap,lp/score_sp_abs_gap,lp/sp_gap,lp/sp_abs_gap,lp/eo_gap,lp/eo_abs_gap,lp/score_mean_sensitive,lp/score_mean_nonsensitive,lp/hard_rate_sensitive,lp/hard_rate_nonsensitive,lp/num_eval_pairs,value/linkpred_auc,fair_gap,fair_abs_gap,value/fair_gap,value/fair_abs_gap
0.0,gcn,gae_train_test,0.5,10556.0,0.000757862813770771,nan,0.3749322295188904,137.0,2.0,128.0,0.1,0.01,2137.0,535.0,535.0,0.5190986112324221,0.02935901786886208,0.02935901786886208,0.0850125253200531,0.0850125253200531,0.13210171461105347,0.13210171461105347,0.5215143941514956,0.4921553762826335,0.5478547811508179,0.46284225583076477,1070.0,0.5,0.02935901786886208,0.02935901786886208,0.02935901786886208,0.02935901786886208
1.0,gcn,gae_train_test,0.5003789314134142,10556.0,0.0005683971103280783,nan,0.3771713078022003,85.0,2.0,128.0,0.1,0.01,2086.0,522.0,522.0,0.5291833648948195,0.031997377379633596,0.031997377379633596,0.06310254335403442,0.06310254335403442,0.0774548351764679,0.0774548351764679,0.5333310358837002,0.5013336585040666,0.5475409626960754,0.484438419342041,1044.0,0.5003789314134142,0.031997377379633596,0.031997377379633596,0.031997377379633596,0.031997377379633596
2.0,gcn,gae_train_test,0.5004736642667678,10556.0,0.0008525956654921174,nan,0.3754982054233551,109.0,2.0,128.0,0.1,0.01,2077.0,520.0,520.0,0.5455695266272189,0.013894448426948203,0.013894448426948203,0.06671267747879028,0.06671267747879028,0.025130271911621094,0.025130271911621094,0.5155897700067225,0.5016953215797743,0.5413793325424194,0.47466665506362915,1040.0,0.5004736642667678,0.013894448426948203,0.013894448426948203,0.013894448426948203,0.013894448426948203
3.0,gcn,gae_train_test,0.4999052671466465,10556.0,0.0006631299620494246,nan,0.37892448902130127,67.0,2.0,128.0,0.1,0.01,2089.0,523.0,523.0,0.5490642674085746,0.032691306489565586,0.032691306489565586,0.09054982662200928,0.09054982662200928,0.09903067350387573,0.09903067350387573,0.5297277298992249,0.4970364234096593,0.5597015023231506,0.46915167570114136,1046.0,0.4999052671466465,0.032691306489565586,0.032691306489565586,0.032691306489565586,0.032691306489565586
4.0,gcn,gae_train_test,0.4997158014399394,10556.0,0.0010420613689348102,nan,0.38256385922431946,60.0,2.0,128.0,0.1,0.01,2089.0,523.0,523.0,0.5137992680849197,0.01290982160632781,0.01290982160632781,0.00984048843383789,0.00984048843383789,0.016193509101867676,0.016193509101867676,0.5172266751039224,0.5043168534975946,0.5213114619255066,0.5114709734916687,1046.0,0.4997158014399394,0.01290982160632781,0.01290982160632781,0.01290982160632781,0.01290982160632781
5.0,gcn,gae_train_test,0.4997158014399394,10556.0,0.0006631299620494246,nan,0.37303978204727173,156.0,2.0,128.0,0.1,0.01,2068.0,518.0,518.0,0.5305041666045527,0.023308412917537602,0.023308412917537602,0.023744553327560425,0.023744553327560425,0.047400087118148804,0.047400087118148804,0.5206988984906433,0.4973904855731057,0.4966442883014679,0.47289973497390747,1036.0,0.4997158014399394,0.023308412917537602,0.023308412917537602,0.023308412917537602,0.023308412917537602
6.0,gcn,gae_train_test,0.5000000000000001,10556.0,0.0013262599240988493,nan,0.37774503231048584,99.0,2.0,128.0,0.1,0.01,2179.0,545.0,545.0,0.5551956905984344,0.0361097923985193,0.0361097923985193,0.1021263599395752,0.1021263599395752,0.13301301002502441,0.13301301002502441,0.5404559472177035,0.5043461548191842,0.589442789554596,0.48731642961502075,1090.0,0.5000000000000001,0.0361097923985193,0.0361097923985193,0.0361097923985193,0.0361097923985193
7.0,gcn,gae_train_test,0.5003789314134142,10556.0,0.000757862813770771,nan,0.36859166622161865,191.0,2.0,128.0,0.1,0.01,2095.0,524.0,524.0,0.5334971009847911,0.017878307177122688,0.017878307177122688,0.0840076208114624,0.0840076208114624,0.09327346086502075,0.09327346086502075,0.5223429911110523,0.5044646839339296,0.5620437860488892,0.47803616523742676,1048.0,0.5003789314134142,0.017878307177122688,0.017878307177122688,0.017878307177122688,0.017878307177122688
8.0,gcn,gae_train_test,0.5002841985600607,10556.0,0.00028419855516403913,nan,0.3866080343723297,45.0,2.0,128.0,0.1,0.01,2012.0,503.0,503.0,0.5309692540581561,0.01403505757521506,0.01403505757521506,0.022163361310958862,0.022163361310958862,-0.008250117301940918,0.008250117301940918,0.5190167066582753,0.5049816490830602,0.5214521288871765,0.49928876757621765,1006.0,0.5002841985600607,0.01403505757521506,0.01403505757521506,0.01403505757521506,0.01403505757521506
9.0,gcn,gae_train_test,0.4999052671466465,10556.0,0.0006631299620494246,nan,0.37747564911842346,111.0,2.0,128.0,0.1,0.01,2028.0,507.0,507.0,0.516726382907539,0.015913815991356217,0.015913815991356217,0.029010355472564697,0.029010355472564697,0.04423078894615173,0.04423078894615173,0.5201903541519792,0.504276538160623,0.5016611218452454,0.47265076637268066,1014.0,0.4999052671466465,0.015913815991356217,0.015913815991356217,0.015913815991356217,0.015913815991356217
10.0,gcn,gae_train_test,0.5005683971201212,10556.0,0.0005683971103280783,nan,0.3734997510910034,96.0,2.0,128.0,0.1,0.01,2079.0,520.0,520.0,0.5083727810650888,-0.010082679637339498,0.010082679637339498,-0.021669238805770874,0.021669238805770874,0.00022998452186584473,0.00022998452186584473,0.4965645087133978,0.5066471883507373,0.47766321897506714,0.499332457780838,1040.0,0.5005683971201212,-0.010082679637339498,0.010082679637339498,-0.010082679637339498,0.010082679637339498
11.0,gcn,gae_train_test,0.4999052671466465,10556.0,0.00028419855516403913,nan,0.37629270553588867,100.0,2.0,128.0,0.1,0.01,2084.0,522.0,522.0,0.5009835439879039,0.016978872738905637,0.016978872738905637,0.0324685275554657,0.0324685275554657,0.004489332437515259,0.004489332437515259,0.515218044145846,0.4982391714069404,0.5035211443901062,0.4710526168346405,1044.0,0.4999052671466465,0.016978872738905637,0.016978872738905637,0.016978872738905637,0.016978872738905637
12.0,gcn,gae_train_test,0.5001894657067071,10556.0,0.000757862813770771,nan,0.38392600417137146,60.0,2.0,128.0,0.1,0.01,2118.0,530.0,530.0,0.5637166251334995,0.024351795130793552,0.024351795130793552,0.09027236700057983,0.09027236700057983,0.07470226287841797,0.07470226287841797,0.5256933621770027,0.5013415670462091,0.584967315196991,0.49469494819641113,1060.0,0.5001894657067071,0.024351795130793552,0.024351795130793552,0.024351795130793552,0.024351795130793552
13.0,gcn,gae_train_test,0.4999052671466465,10556.0,0.0006631299620494246,nan,0.37020182609558105,157.0,2.0,128.0,0.1,0.01,2061.0,516.0,516.0,0.5314434228712217,0.008456164050460568,0.008456164050460568,0.023060113191604614,0.023060113191604614,0.03960394859313965,0.03960394859313965,0.5125755574305852,0.5041193933801247,0.5066666603088379,0.4836065471172333,1032.0,0.4999052671466465,0.008456164050460568,0.008456164050460568,0.008456164050460568,0.008456164050460568
14.0,gcn,gae_train_test,0.5,10556.0,0.0009473285172134638,nan,0.38313865661621094,51.0,2.0,128.0,0.1,0.01,2081.0,521.0,521.0,0.5191146510659775,0.01346412620329418,0.01346412620329418,0.04679453372955322,0.04679453372955322,-0.01636970043182373,0.01636970043182373,0.5232099273739612,0.509745801170667,0.5547945499420166,0.5080000162124634,1042.0,0.5,0.01346412620329418,0.01346412620329418,0.01346412620329418,0.01346412620329418
15.0,gcn,gae_train_test,0.5001894657067071,10556.0,0.0005683971103280783,nan,0.3744227886199951,117.0,2.0,128.0,0.1,0.01,1977.0,495.0,495.0,0.5126170798898072,0.03017729134118452,0.03017729134118452,0.1029604971408844,0.1029604971408844,0.09773322939872742,0.09773322939872742,0.533994152040129,0.5038168606989445,0.577464759349823,0.4745042622089386,990.0,0.5001894657067071,0.03017729134118452,0.03017729134118452,0.03017729134118452,0.03017729134118452
