model_tag,model_path,seed,sample_returncode,eval_returncode,lp/auc_mean,lp/score_sp_abs_gap_mean,overlap/auc_mean,raw_log,sample_cmd,eval_cmd,pt_path,per_graph_csv,summary_csv,num_loaded_graphs,num_evaluated_graphs,reference_num_pairs,reference_pos_pairs,reference_neg_pairs,lp/model,lp_protocol,lp_search,lp_val_ratio,graph_idx_mean,graph_idx_std,overlap/auc_std,overlap/num_eval_pairs_mean,overlap/num_eval_pairs_std,overlap/edge_presence_rate_mean,overlap/edge_presence_rate_std,lp/best_val_auc_mean,lp/best_val_auc_std,lp/best_epoch_mean,lp/best_epoch_std,lp/best_num_layers_mean,lp/best_num_layers_std,lp/best_hidden_dim_mean,lp/best_hidden_dim_std,lp/best_dropout_mean,lp/best_dropout_std,lp/best_lr_mean,lp/best_lr_std,lp/train_num_pos_mean,lp/train_num_pos_std,lp/val_num_pos_mean,lp/val_num_pos_std,lp/val_num_neg_mean,lp/val_num_neg_std,lp/auc_std,lp/score_sp_gap_mean,lp/score_sp_gap_std,lp/score_sp_abs_gap_std,lp/sp_gap_mean,lp/sp_gap_std,lp/sp_abs_gap_mean,lp/sp_abs_gap_std,lp/eo_gap_mean,lp/eo_gap_std,lp/eo_abs_gap_mean,lp/eo_abs_gap_std,lp/score_mean_sensitive_mean,lp/score_mean_sensitive_std,lp/score_mean_nonsensitive_mean,lp/score_mean_nonsensitive_std,lp/hard_rate_sensitive_mean,lp/hard_rate_sensitive_std,lp/hard_rate_nonsensitive_mean,lp/hard_rate_nonsensitive_std,lp/num_eval_pairs_mean,lp/num_eval_pairs_std,ensemble_overlap/auc,ensemble_overlap/coverage_pairs,aggregate_lp/auc,aggregate_lp/score_sp_gap,aggregate_lp/score_sp_abs_gap,aggregate_lp/sp_gap,aggregate_lp/sp_abs_gap,aggregate_lp/eo_gap,aggregate_lp/eo_abs_gap,aggregate_lp/score_mean_sensitive,aggregate_lp/score_mean_nonsensitive,aggregate_lp/hard_rate_sensitive,aggregate_lp/hard_rate_nonsensitive,aggregate_lp/num_eval_pairs,aggregate_lp/num_graphs
cora_0.05_0.0_cpts__Sync_T3,/home/jongboklee/FairWire/cora_0.05_0.0_cpts/Sync_T3.pth,0,0,0,0.500047976679995,0.0009782520689353147,0.5,/home/jongboklee/FairWire/generated_graphs/grid_smoke/raw_logs/cora_0.05_0.0_cpts__Sync_T3__seed_0.txt,/home/jongboklee/.conda/envs/fairwire/bin/python sample.py --model_path /home/jongboklee/FairWire/cora_0.05_0.0_cpts/Sync_T3.pth --num_samples 1 --gpu 0 --seed 0 --save_pt_path /home/jongboklee/FairWire/generated_graphs/grid_smoke/generated_graphs/cora_0.05_0.0_cpts__Sync_T3__seed_0.pyg.pt --skip_internal_eval,/home/jongboklee/.conda/envs/fairwire/bin/python evaluate_generated_graphs.py --graph_path /home/jongboklee/FairWire/generated_graphs/grid_smoke/generated_graphs/cora_0.05_0.0_cpts__Sync_T3__seed_0.pyg.pt --dataset cora --seed 0 --out_per_graph_csv /home/jongboklee/FairWire/generated_graphs/grid_smoke/eval_outputs/cora_0.05_0.0_cpts__Sync_T3__seed_0.per_graph.csv --out_summary_csv /home/jongboklee/FairWire/generated_graphs/grid_smoke/eval_outputs/cora_0.05_0.0_cpts__Sync_T3__seed_0.summary.csv,/home/jongboklee/FairWire/generated_graphs/grid_smoke/generated_graphs/cora_0.05_0.0_cpts__Sync_T3__seed_0.pyg.pt,/home/jongboklee/FairWire/generated_graphs/grid_smoke/eval_outputs/cora_0.05_0.0_cpts__Sync_T3__seed_0.per_graph.csv,/home/jongboklee/FairWire/generated_graphs/grid_smoke/eval_outputs/cora_0.05_0.0_cpts__Sync_T3__seed_0.summary.csv,1.0,1.0,10556.0,5278.0,5278.0,gcn,gae_val,0.0,0.2,0.0,0.0,0.0,10556.0,0.0,0.0009473285172134638,0.0,0.7259265538939241,0.0,13.0,0.0,2.0,0.0,128.0,0.0,0.1,0.0,0.01,0.0,3556.0,0.0,889.0,0.0,889.0,0.0,0.0,-0.0009782520689353147,0.0,0.0,0.0001634657382965088,0.0,0.0001634657382965088,0.0,0.01288709044456482,0.0,0.01288709044456482,0.0,0.5038716533644941,0.0,0.5048499054334294,0.0,0.4960218369960785,0.0,0.495858371257782,0.0,10556.0,0.0,0.5,10556.0,0.500047976679995,-0.0009782520689353147,0.0009782520689353147,0.0001634657382965088,0.0001634657382965088,0.01288709044456482,0.01288709044456482,0.5038716533644941,0.5048499054334294,0.4960218369960785,0.495858371257782,10556.0,1.0
